,area_ratio_representative,freq_ratio_representative,changed_ratio_representative,cluster
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/e48d4e1a,0.0,0.6590697705137254,0.5420617405081112,3
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/1b2d62fb,-0.9345398072844623,0.5482093986175185,0.8250491851073343,0
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/c9f8e694,0.0,0.6182559144862028,0.5108360615857448,3
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/b527c5c6,0.0,0.7073284464546596,0.33457611910234014,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/4258a5f9,0.0,0.7425344544379464,0.5461427884380752,5
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/67a423a3,0.0,0.6099786464004467,0.35793304834655576,3
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/5521c0d9,0.0,0.7645313983751147,0.40262818839748304,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/11852cab,0.0,0.84941235524071,0.31337550034669437,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/4522001f,0.9996952148735142,0.5816780018929417,0.8414349972075508,2
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/1a07d186,0.0,0.7637895289685283,0.32354435256550035,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/2dee498d,-0.975609756097561,0.5423970567129779,0.6655905251061363,0
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/dae9d2b5,-0.8823529411764706,0.5773501735378176,0.8162989102796552,0
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/29c11459,0.0,0.8299084264276586,0.4310534217882944,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/7ddcd7ec,0.0,0.8673983553375326,0.314779065119186,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/91714a58,0.0,0.646708918039292,0.34551228232804726,3
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/a740d043,-0.9813484294210979,0.783184473620361,0.8492682594314809,4
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/05f2a901,0.0,0.8207004420044959,0.3257261655672493,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/a9f96cdd,0.0,0.8920767060638946,0.3425428059869305,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/2bee17df,0.0,0.537248756800645,0.35823862038774607,3
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/d6ad076f,0.0,0.679715786774124,0.31546523124123416,3
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/dc0a314f,-0.9999831673540178,0.5696014235548356,0.8538668524790064,0
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/2204b7a8,0.0,0.5749785908805005,0.3303333904595746,3
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/1cf80156,-0.9992621077799777,0.8366761719533602,0.8388331832699575,4
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/9172f3a0,0.9996952148735142,0.5680562792132948,0.8457582043538838,2
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/cdecee7f,-0.9953504805523015,0.8742667080499577,0.8042409289554705,4
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/bd4472b8,0.0,0.6686205795201686,0.6640947832660877,5
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/3ac3eb23,0.0,0.9037489323659762,0.35204181427584885,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/fcc82909,0.0,0.8798102366441446,0.32090074981650946,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/bbc9ae5d,0.9881272662503139,0.578342086056932,0.7041509773213621,2
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/8d5021e8,0.9984579799537394,0.5618296253806417,0.8442665207531693,2
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/a65b410d,0.0,0.8707536727208077,0.47762265585483277,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/6cdd2623,0.0,0.7116419413998473,0.43664978140402133,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/09629e4f,0.0,0.516887164554547,0.38549958132328416,3
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/6b9890af,-0.9868453874926405,0.7472626632027486,0.8351094176115585,4
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/4c4377d9,0.8823529411764706,0.6014840538454058,0.7239531931768396,2
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/3c9b0459,0.0,0.568630273115101,0.6627916313341874,3
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/9565186b,0.0,0.586460708293221,0.45102535469493904,3
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/d2abd087,0.0,0.7761879932230874,0.3380963229223165,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/67a3c6ac,0.0,0.564994734123996,0.6235394097818823,3
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/3eda0437,0.0,0.5429268166214976,0.3350251149582586,3
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/4290ef0e,-0.9854996841892987,0.7680696751164178,0.843898211034247,4
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/9af7a82c,0.7393004707330822,0.5371914557087004,0.6933572960872295,2
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/7b6016b9,0.0,0.6254855389285097,0.617225463816344,3
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/b91ae062,0.9971180685704164,0.5298051582897106,0.8380351803608546,2
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/ce9e57f2,0.0,0.8254472284073259,0.3174792632130989,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/b782dc8a,0.0,0.6353322046766451,0.3294031496210462,3
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/d23f8c26,0.0,0.749300943481352,0.34076702994301955,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/f25ffba3,0.0,0.7370600971382355,0.35735763841788865,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/05269061,0.0,0.5555120005645225,0.46933657111479166,3
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/bc1d5164,-0.9929080982849837,0.7580232564740115,0.8116290158221998,4
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/c8f0f002,0.0,0.5178407335042502,0.35552953488455996,3
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/feca6190,0.999880114379014,0.5548998033002472,0.8468207504001202,2
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/eb5a1d5d,-0.9623364991509455,0.6926476284479538,0.7008801710599439,4
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/22168020,0.0,0.8238234835647321,0.320998164508583,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/ecdecbb3,0.0,0.7847799616387428,0.35560865359530713,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/44f52bb0,-0.999999317472858,0.5263585065322114,0.8603356222443767,0
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/94f9d214,-0.8823529411764706,0.5763155703375025,0.8128214140780279,0
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/4612dd53,0.0,0.8166856783195673,0.32324132240712417,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/28bf18c6,-0.9932173865922367,0.8516336368374662,0.8164942098165038,4
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/95990924,0.0,0.8772778079808095,0.3193507053934923,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/22eb0ac0,0.0,0.8173909272187817,0.3700417573665956,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/8f2ea7aa,0.0,0.8661864079946097,0.4238656985776667,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/6fa7a44f,0.8823529411764706,0.5766880097280729,0.5035461787405097,2
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/91413438,0.9993918826528725,0.59288713939457,0.8095479207818234,2
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/3f7978a0,-0.9729288050093492,0.7365119215778398,0.7992413359207274,4
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/1caeab9d,0.0,0.8265549963473908,0.33103800345990536,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/ce22a75a,0.0,0.8231316145365539,0.682999364497822,5
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/239be575,-0.999999893130325,0.5765509164533771,0.8588249949426332,0
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/d9f24cd1,0.0,0.8899479935157709,0.34126713682978876,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/d037b0a7,0.0,0.8731423424578979,0.3553186451610104,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/855e0971,0.0,0.5187495742332315,0.3315133781377419,3
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/41e4d17e,0.0,0.7447785693250797,0.3334093414171121,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/8d510a79,0.0,0.7281911783504841,0.32880484010347416,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/d10ecb37,-0.99949947973885,0.5974187309992705,0.8020003394407789,0
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/56dc2b01,0.0,0.7987280927484355,0.3338448326287305,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/e8593010,0.0,0.7612543023370628,0.3494259022224411,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/b0c4d837,-0.9988654013735966,0.6894687394161186,0.8335761750328455,4
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/90f3ed37,0.0,0.7710484654022289,0.31571650624137687,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/53b68214,0.959976880466226,0.8281678983275363,0.6011999936000411,5
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/c3e719e8,0.9991284361624342,0.6747766502893138,0.8264950312923134,2
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/22233c11,0.0,0.8856809692527541,0.31530042046626117,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/a416b8f3,0.8823529411764706,0.5845055634286386,0.5035461787405097,2
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/6f8cd79b,0.0,0.5837694657979929,0.558064219749607,3
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/017c7c7b,0.6701030927835052,0.7597648961395509,0.5520236201686628,5
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/f8a8fe49,0.0,0.7441175529906765,0.3226043091253624,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/dc433765,0.0,0.898695668149023,0.3144130016845048,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/0b148d64,-0.9997876351501462,0.6071527721999517,0.8256016703633748,0
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/beb8660c,0.0,0.6868449853881281,0.3711722472183681,3
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/e9afcf9a,0.0,0.5445191810471492,0.38721388676088875,3
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/a5f85a15,0.0,0.7941165245124586,0.31868922470315814,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/a68b268e,-0.997803923283816,0.5189175002352104,0.8270260829127508,0
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/a8d7556c,0.0,0.64524496329642,0.3543465828970107,3
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/8403a5d5,0.0,0.9047863164285108,0.374238203269208,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/b1948b0a,0.0,0.5092760164259379,0.3560728184534894,3
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/e179c5f4,0.0,0.87710054867202,0.8323938254844278,5
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/aedd82e4,0.0,0.808865088432363,0.3197855278580587,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/00d62c1b,0.0,0.6204282037230747,0.32963780120055347,3
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/e73095fd,0.0,0.715422233945111,0.3206625312254624,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/de1cd16c,-0.9999998983582431,0.5132364501693496,0.8601104720002777,0
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/5582e5ca,0.0,0.5665025336204224,0.4793330242908529,3
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/6455b5f5,0.0,0.6353497439274993,0.38923006851536546,3
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/75b8110e,-0.9922178988326849,0.55748912128154,0.8524336144044355,0
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/6d0160f0,0.0,0.5354542129198792,0.3543264337873968,3
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/508bd3b6,0.0,0.6583695287343485,0.3147229180264686,3
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/ea32f347,0.0,0.7819166118751724,0.3432736468797966,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/a79310a0,0.0,0.7410569586309869,0.4071868454220599,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/8eb1be9a,0.0,0.8880546557308693,0.3443333602046675,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/a78176bb,0.0,0.7539042427126131,0.3553283668057144,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/760b3cac,0.0,0.8257055256794843,0.3174023661954307,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/272f95fa,0.0,0.5840091545316988,0.39326781091473245,3
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/496994bd,0.0,0.7737839461370367,0.34563543595514246,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/a699fb00,0.0,0.8275830831374372,0.31950464511571597,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/d4469b4b,-0.9888599607107462,0.5913160370627363,0.8501785254308336,0
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/10fcaaa3,0.9922178988326849,0.8623416543449751,0.7855336827511805,5
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/6d75e8bb,0.0,0.7318657781786476,0.3484970451214494,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/31aa019c,0.0,0.6232832359904688,0.44295731837866903,3
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/7fe24cdd,0.9922178988326849,0.5648515298812321,0.7386351471780029,2
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/47c1f68c,-0.5464741466884957,0.6518411128208615,0.6523944835996092,0
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/1e0a9b12,0.0,0.7051231781093744,0.346473457602484,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/5bd6f4ac,-0.9975681972061009,0.6174812775303532,0.8331839679851278,0
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/539a4f51,0.9922178988326849,0.6209445742621437,0.8141991658733319,2
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/f76d97a5,0.0,0.7512101811921881,0.8610184985228015,5
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/1e32b0e9,0.0,0.7614146251159847,0.31516655285299683,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/6e82a1ae,0.0,0.763739863821849,0.34865836545382173,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/6150a2bd,0.0,0.5697892389162639,0.6542227384712992,3
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/ff805c23,-0.9999778724283935,0.5741299353686216,0.8529912059546445,0
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/d22278a0,0.0,0.8945890960311114,0.42733694671062195,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/673ef223,0.0,0.8584741569398096,0.3813056125936176,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/3aa6fb7a,0.0,0.7883852260202704,0.3169263887899011,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/834ec97d,0.0,0.900382418991283,0.3707433322574598,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/46f33fce,0.9922178988326849,0.9017378454702907,0.7666786254961351,5
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/1bfc4729,0.0,0.8989167032687957,0.6670016992397567,5
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/a48eeaf7,0.0,0.7705463352820037,0.3409787362185895,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/d90796e8,0.0,0.7742867899944312,0.31854596888973685,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/321b1fc6,0.0,0.8092587718413434,0.33581187389708284,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/dc1df850,0.0,0.746314855974904,0.4003968895437282,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/3906de3d,0.0,0.7823318072828253,0.3257221949014631,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/d4a91cb9,0.0,0.8982722740011682,0.3177598534777987,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/06df4c85,0.0,0.6058879156267758,0.3182788149584447,3
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/662c240a,-0.954747462814153,0.5095264161023385,0.7870622300058704,0
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/4be741c5,-0.9999959538844801,0.5753406247666901,0.8560532238140335,0
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/c444b776,0.0,0.7133116845639323,0.32638868811323807,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/88a62173,-0.9984237846027918,0.5745591530929787,0.8311223266533994,0
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/137eaa0f,-0.9996727825693782,0.8429774012141378,0.8583568375776116,4
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/67385a82,0.0,0.7206905875328138,0.5008123022778926,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/9edfc990,0.0,0.5307619435677895,0.33750951000816504,3
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/e98196ab,-0.928267633209088,0.7489291877684021,0.6248032109964617,4
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/6a1e5592,0.0,0.6724205387694371,0.3214658623411682,3
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/6773b310,-0.9998649758226548,0.5799954378580068,0.8527764113421573,0
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/bdad9b1f,0.0,0.8013941401619984,0.3505470517318504,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/25d8a9c8,0.0,0.5244529158448432,0.8290111948601553,0
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/d89b689b,0.0,0.8143203428983204,0.33449991184241323,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/a85d4709,0.0,0.8141220635674142,0.8610184985228015,5
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/a1570a43,0.0,0.7834308340151431,0.33736371592223857,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/2013d3e2,-0.9989931850702486,0.6936724390866731,0.8306082173502853,4
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/1f0c79e5,0.0,0.868090926656608,0.3839752755155697,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/f35d900a,0.0,0.877370125449491,0.5257251738531449,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/1f642eb9,0.0,0.7906053071541299,0.31687020215080575,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/d8c310e9,0.0,0.7794128037477964,0.36439963594248304,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/0d3d703e,0.0,0.5201321223157979,0.8610184985228015,0
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/c909285e,-0.9985386925735488,0.5459884313351206,0.8553166049973444,0
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/ae4f1146,-0.9999468377917974,0.8344591317045885,0.8579063036894061,4
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/3de23699,-0.9947796643048485,0.7995920943524188,0.8232707697608092,4
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/a3df8b1e,0.0,0.8784484871356374,0.4321934710371959,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/42a50994,0.0,0.8133097928213529,0.31657788503789125,1
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/4093f84a,0.0,0.6005687264820123,0.3274943761450926,3
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/995c5fa3,-0.9998328326051579,0.5594602248372063,0.8584292633311688,0
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/952a094c,0.0,0.6886827595068671,0.3239993275164816,3
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/b8825c91,0.0,0.5562546620157911,0.32300223025901814,3
/home/student/subin_workspace/2025DL-team-project/workspace/dataset/363442ee,0.0,0.7393841498947641,0.36096920544830124,1
